review_text,rating_svg,date,location,supplier_response,verified,company,review_text_clean,company_site,review_text_clean_advanced,issue_categories
"I am extremely disappointed with the lack of response to my complaint regarding my order (Order ID: RD 54090435). I have sent multiple emails, waited over three days for a reply via chat support on your website and WhatsApp, yet no one has responded. I even spent over an hour on hold on your phone line, but I could not reach anyone.This level of customer service is unacceptable. I kindly request that someone contact me immediately regarding my issue. Thank you!!",1,2025-01-17 10:37:54+00:00,DE,"Sehr geehrte Frau Amanda Simon es tut uns leid zu hören, dass Sie mit Ihrem Einkauf bei uns nicht zufrieden sind und dass Sie Unannehmlichkeiten aufgrund der Lieferverzögerung hatten. Ihr Feedback ist uns sehr wichtig, und wir möchten sicherstellen, dass wir Ihnen bestmöglich helfen können. Wir würden uns freuen, wenn Sie uns detaillierter mitteilen könnten, wie wir Ihnen weiterhelfen können und was wir tun können, um Ihre Situation zu verbessern. Es liegt uns am Herzen, dass unsere Kunden zufrieden sind, und wir sind bereit, alles zu tun, um dies zu erreichen. Vielen Dank für Ihre Unterstützung. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,I am extremely disappointed with the lack of response to my complaint regarding my order Order ID RD 54090435 I have sent multiple emails waited over three days for a reply via chat support on your website and WhatsApp yet no one has responded I even spent over an hour on hold on your phone line but I could not reach anyoneThis level of customer service is unacceptable I kindly request that someone contact me immediately regarding my issue Thank you,de,extremely disappointed lack response complaint regarding order order id rd 54090435 sent multiple email waited three day reply via chat support website whatsapp yet one responded even spent hour hold phone line could reach anyonethis level customer service unacceptable kindly request someone contact immediately regarding issue thank,Counter({'Customer Service': 2})
"I ordered four tyres, one was delivered defective and I have now been trying to complain about the tyre for 6 weeks. Zero communication, just a standard e-mail every fortnight!",1,2025-01-16 17:01:55+00:00,DE,"Sehr geehrter Herr Thorsten, wir möchten uns herzlich für die Unannehmlichkeiten entschuldigen, die durch die Lieferung entstanden sind. Eine Erklärung haben wir bereits an Ihre E-Mail-Adresse gesendet. Wir bitten nochmals um Entschuldigung für die entstandenen Unannehmlichkeiten. Mit freundlichen Grüßen, Ihr Reifendirekt Team",1,reifendirekt,I ordered four tyres one was delivered defective and I have now been trying to complain about the tyre for 6 weeks Zero communication just a standard email every fortnight,de,ordered four tyre one delivered defective trying complain tyre 6 week zero communication standard email every fortnight,Counter({'Damaged Product': 1})
"Easy to handle, fast, good pricing!",5,2025-01-15 12:16:20+00:00,DE,"Sehr geehrter Herr Marco, vielen Dank für Ihre erfreuliche Nachricht. Wir sind sehr dankbar für Ihr positives Feedback. Auch bei Ihrer nächsten Bestellung werden wir unser Bestes geben, um Ihre Zufriedenheit sicherzustellen. Viel Spaß weiterhin beim Einkauf in unserem Shop. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Easy to handle fast good pricing,de,easy handle fast good pricing,Counter()
"The delivery had been announced for January, 3rd, but from the tracking number I could see that the tires did not move at all until January, 9th. Since I had already arranged a date for mounting them I was getting nervous. Reifendirekt.de could not be reached at all: A (quite hidden) phone number led to place 142 on the hotline and did not move at all. E-Mails were not replied to. The contact-form on the website only delivered system failures. Apparently this company does not want to communicate with it's customers.",1,2025-01-13 11:01:40+00:00,DE,"Dear Kainz Gregor Profitlich, We sincerely apologize for the delay in delivery, which was caused by the increased workload during the winter season. According to the information from the shipping service provider, the tires were delivered on January 09 2025 to Montagepartner, and we hope that you will be fully satisfied with them. Once again, we apologize for the inconvenience and look forward to continuing our successful collaboration. Best regards, Reifendirekt Team",1,reifendirekt,The delivery had been announced for January 3rd but from the tracking number I could see that the tires did not move at all until January 9th Since I had already arranged a date for mounting them I was getting nervous Reifendirektde could not be reached at all A quite hidden phone number led to place 142 on the hotline and did not move at all EMails were not replied to The contactform on the website only delivered system failures Apparently this company does not want to communicate with its customers,de,delivery announced january 3rd tracking number could see tire move january 9th since already arranged date mounting getting nervous reifendirektde could reached quite hidden phone number led place 142 hotline move email replied contactform website delivered system failure apparently company want communicate customer,Counter()
"I ordered four tyres of the same make and model right before Christmas. After a long delivery time, only three tyres were delivered, where one of them was completely wrong (different brand, different size). So out of my order of four, only two tyres arrived. I tried to contact customer service through different routes, over email, chat, fax and phone and got no response at all. Will now formally take steps to get this solved.Update: 27.01.2025: Now the issues have been resolved, but it took really a while to sort everything out. Updated from 1 to 3 stars",3,2025-01-27 10:10:50+00:00,DE,"Sehr geehrte  AR, vielen Dank für Ihr Update und dafür, dass Sie sich die Zeit genommen haben, Ihre Bewertung anzupassen. Es freut uns, dass das Problem nun endlich gelöst wurde, auch wenn es leider länger gedauert hat, als es hätte sein sollen. Wir entschuldigen uns nochmals für die Verzögerungen und die Unannehmlichkeiten, die Ihnen dadurch entstanden sind. Ihre Rückmeldung hilft uns, unseren Service weiter zu verbessern, und wir hoffen, dass wir Sie in Zukunft besser betreuen können. Falls es noch etwas gibt, bei dem wir Ihnen weiterhelfen können, stehen wir Ihnen selbstverständlich zur Verfügung. Mit besten Grüßen Reifendirekt Team",1,reifendirekt,I ordered four tyres of the same make and model right before Christmas After a long delivery time only three tyres were delivered where one of them was completely wrong different brand different size So out of my order of four only two tyres arrived I tried to contact customer service through different routes over email chat fax and phone and got no response at all Will now formally take steps to get this solvedUpdate 27012025 Now the issues have been resolved but it took really a while to sort everything out Updated from 1 to 3 stars,de,ordered four tyre make model right christmas long delivery time three tyre delivered one completely wrong different brand different size order four two tyre arrived tried contact customer service different route email chat fax phone got response formally take step get solvedupdate 27012025 issue resolved took really sort everything updated 1 3 star,"Counter({'Customer Service': 2, 'Delivery Delay': 1})"
Delivery and Service are Super!,5,2025-01-10 13:47:19+00:00,DE,"Sehr geehrter VICTOR CEAICOVSCHI, vielen Dank für Ihre freundliche Nachricht. Es ist schön zu hören, dass Sie mit Ihrem Einkauf zufrieden waren. Ihre Zufriedenheit liegt uns sehr am Herzen, und wir werden auch weiterhin unser Bestes geben, um Ihren Erwartungen gerecht zu werden. Wir hoffen, Sie bald wieder in unserem Shop begrüßen zu dürfen. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Delivery and Service are Super,de,delivery service super,Counter({'Customer Service': 1})
"There was nothing to complain about, the order, delivery to the workshop and payment went smoothly.",5,2025-01-09 15:19:24+00:00,DE,"Dear Mr. Gerald, Thank you for your positive message. We were very pleased about it. We will do everything we can to ensure your satisfaction with your next order. We hope you continue to enjoy shopping in our shop.",1,reifendirekt,There was nothing to complain about the order delivery to the workshop and payment went smoothly,de,nothing complain order delivery workshop payment went smoothly,Counter()
Reply from ReifenDirekt.de,5,2025-01-07 18:39:05+00:00,DE,"Sehr geehrter Herr Eugen, vielen Dank für Ihre positive Nachricht. Wir haben uns sehr darüber gefreut. Auch bei Ihrer nächsten Bestellung werden wir alles für Ihre Zufriedenheit tun. Weiterhin viel Freude beim Einkauf in unserem Shop.",1,reifendirekt,Reply from ReifenDirektde,de,reply reifendirektde,Counter()
"I am shopping from this shop for my cars and motorbikes. Best prices, but most important excellent service.",5,2025-01-05 13:54:33+00:00,CY,"Sehr geehrter Herr Michalis, vielen Dank für Ihre positive Nachricht. Wir haben uns sehr darüber gefreut. Auch bei Ihrer nächsten Bestellung werden wir alles für Ihre Zufriedenheit tun. Weiterhin viel Freude beim Einkauf in unserem Shop.",1,reifendirekt,I am shopping from this shop for my cars and motorbikes Best prices but most important excellent service,de,shopping shop car motorbike best price important excellent service,Counter({'Customer Service': 1})
Very fast Management of my order. Well done.,5,2025-01-03 14:21:17+00:00,DE,"Sehr geehrter Manfred, vielen Dank für Ihre positive Nachricht. Wir haben uns sehr darüber gefreut. Auch bei Ihrer nächsten Bestellung werden wir alles für Ihre Zufriedenheit tun. Weiterhin viel Freude beim Einkauf in unserem Shop.",1,reifendirekt,Very fast Management of my order Well done,de,fast management order well done,Counter()
Very quick delivery and a good service. Product as expected,5,2025-01-02 09:46:21+00:00,DE,"Sehr geehrter Herr Hermann Handick, herzlichen Dank für Ihre erfreuliche Nachricht. Es freut uns sehr, dass Sie zufrieden sind. Auch bei Ihrer nächsten Bestellung werden wir alles daran setzen, Ihre Zufriedenheit sicherzustellen. Viel Spaß weiterhin beim Einkaufen in unserem Shop. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Very quick delivery and a good service Product as expected,de,quick delivery good service product expected,Counter({'Customer Service': 1})
Reply from ReifenDirekt.de,5,2024-12-30 11:26:58+00:00,DE,"Sehr geehrter Andreas Düwel, vielen Dank für Ihre erfreuliche Nachricht. Wir sind sehr dankbar für Ihr positives Feedback. Auch bei Ihrer nächsten Bestellung werden wir unser Bestes geben, um Ihre Zufriedenheit sicherzustellen. Viel Spaß weiterhin beim Einkauf in unserem Shop. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Reply from ReifenDirektde,de,reply reifendirektde,Counter()
"Selection of products, friendly page, super fast shipping, option to book an appointment with the workshop directly, all great!!!!",5,2024-12-28 19:15:17+00:00,DE,"Dear Mr. Luisi, Thank you for your positive message. We were very pleased about it. We will do everything we can to ensure your satisfaction with your next order. We hope you continue to enjoy shopping in our shop.",1,reifendirekt,Selection of products friendly page super fast shipping option to book an appointment with the workshop directly all great,de,selection product friendly page super fast shipping option book appointment workshop directly great,Counter()
"All good, quick delivery of premium tires. Good source",5,2024-12-28 11:00:51+00:00,DE,"Dear Mr. Wolfgang, Thank you for your positive message. We were very pleased about it. We will do everything we can to ensure your satisfaction with your next order. We hope you continue to enjoy shopping in our shop.",1,reifendirekt,All good quick delivery of premium tires Good source,de,good quick delivery premium tire good source,Counter()
"Fast delivery, exzellent.",5,2024-12-28 10:56:53+00:00,DE,"Dear  Mr. Volker, Thank you for your positive message. We were very pleased about it. We will do everything we can to ensure your satisfaction with your next order. We hope you continue to enjoy shopping in our shop.",1,reifendirekt,Fast delivery exzellent,de,fast delivery exzellent,Counter()
Excellent and speedy service at great price!,5,2024-12-27 14:04:26+00:00,DE,Dear Mr. Thank you for your positive message. We were very pleased about it. We will do everything we can to ensure your satisfaction with your next order. We hope you continue to enjoy shopping in our shop.,1,reifendirekt,Excellent and speedy service at great price,de,excellent speedy service great price,Counter({'Customer Service': 1})
"Good price, fast Delivery,",5,2024-12-26 18:02:01+00:00,DE,"Sehr geehrter Herr Rainer Braun, wir möchtn uns ganz herzlich für Ihre positive Rückmeldung bedanken. Es ist für uns eine große Freude zu hören, dass Sie mit unserem Service zufrieden sind. Seien Sie versichert, dass wir auch zukünftig alles tun werden, um Ihren Erwartungen gerecht zu werden. Wir wünschen Ihnen weiterhin viel Spaß beim Stöbern in unserem Shop. Freundliche Grüße, Reifendirekt Team",1,reifendirekt,Good price fast Delivery,de,good price fast delivery,Counter()
"The website said that the tires would be delivered within 1-2 workdays after payment. We paid with credit card which wasn’t considered as direct payment. So it took the company 2 days to register the payment and then it took another 2 workdays that the tires where shipped. DPD already had the order. Then the order took another 2 days until it should be delivered at the chosen garage. But the app told me that it couldn’t be delivered, because there was no one at the garage in the middle of the day. I can’t believe that. Then the tires wen’t back to a storage location of DPD and they didn’t try to deliver them again. After 2 weeks I still don’t have the tires. I can’t choose a delivery date at DPD and I can’t reach someone at Reifendirekt. When I use WhatsApp to communicate, I only get a chatbot and when I ask for an employee, then it says I will get connected, but there is no one who is answering my WhatsApp’s.",1,2024-12-26 12:18:42+00:00,NL,"Dear Melanie Lehmann, We would like to apologize for the inconvenience caused by the delay in delivery. We are currently working at full speed to process the delivery as quickly as possible and send you the products. We thank you for your understanding and patience. Should you have any questions or require further information, please do not hesitate to contact us at any time. With kind regards, Reifendirekt Team",1,reifendirekt,The website said that the tires would be delivered within 12 workdays after payment We paid with credit card which wasnt considered as direct payment So it took the company 2 days to register the payment and then it took another 2 workdays that the tires where shipped DPD already had the order Then the order took another 2 days until it should be delivered at the chosen garage But the app told me that it couldnt be delivered because there was no one at the garage in the middle of the day I cant believe that Then the tires went back to a storage location of DPD and they didnt try to deliver them again After 2 weeks I still dont have the tires I cant choose a delivery date at DPD and I cant reach someone at Reifendirekt When I use WhatsApp to communicate I only get a chatbot and when I ask for an employee then it says I will get connected but there is no one who is answering my WhatsApps,de,website said tire would delivered within 12 workday payment paid credit card wasnt considered direct payment took company 2 day register payment took another 2 workday tire shipped dpd already order order took another 2 day delivered chosen garage app told couldnt delivered one garage middle day cant believe tire went back storage location dpd didnt try deliver 2 week still dont tire cant choose delivery date dpd cant reach someone reifendirekt use whatsapp communicate get chatbot ask employee say get connected one answering whatsapps,Counter()
"fast, easy, good",5,2024-12-25 14:03:02+00:00,DE,"Sehr geehrter Herr Johann, wir möchtn uns ganz herzlich für Ihre positive Rückmeldung bedanken. Es ist für uns eine große Freude zu hören, dass Sie mit unserem Service zufrieden sind. Seien Sie versichert, dass wir auch zukünftig alles tun werden, um Ihren Erwartungen gerecht zu werden. Wir wünschen Ihnen weiterhin viel Spaß beim Stöbern in unserem Shop. Freundliche Grüße, Reifendirekt Team",1,reifendirekt,fast easy good,de,fast easy good,Counter()
"Best product, very fast and safe delivery",5,2024-12-22 10:41:24+00:00,DE,"Sehr geehrter Herr Marco Rastetter, wir möchtn uns ganz herzlich für Ihre positive Rückmeldung bedanken. Es ist für uns eine große Freude zu hören, dass Sie mit unserem Service zufrieden sind. Seien Sie versichert, dass wir auch zukünftig alles tun werden, um Ihren Erwartungen gerecht zu werden. Wir wünschen Ihnen weiterhin viel Spaß beim Stöbern in unserem Shop. Freundliche Grüße, Reifendirekt Tea",1,reifendirekt,Best product very fast and safe delivery,de,best product fast safe delivery,Counter()
Reply from ReifenDirekt.de,5,2024-12-20 21:17:54+00:00,DE,"Sehr geehrter  Landwirtschaftbetrieb B. Braun, vielen Dank für Ihre positive Nachricht. Wir haben uns sehr darüber gefreut. Auch bei Ihrer nächsten Bestellung werden wir alles für Ihre Zufriedenheit tun. Weiterhin viel Freude beim Einkauf in unserem Shop. MfG, Reifendirekt Team",1,reifendirekt,Reply from ReifenDirektde,de,reply reifendirektde,Counter()
Reply from ReifenDirekt.de,5,2024-12-20 10:59:51+00:00,DE,"Sehr geehrter herr Heinz Corleis, herzlichen Dank für Ihre erfreuliche Nachricht. Es freut uns sehr, dass Sie zufrieden sind. Auch bei Ihrer nächsten Bestellung werden wir alles daran setzen, Ihre Zufriedenheit sicherzustellen. Viel Spaß weiterhin beim Einkaufen in unserem Shop. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Reply from ReifenDirektde,de,reply reifendirektde,Counter()
"The refund has endured 3 month and took several calls with waiting list no. 35 and many emails with sometimes no answer. They had problems with GLS, but that shouldn't be the problem of the customer and furthermore not for so long.",1,2024-12-19 19:29:34+00:00,DE,"Sehr geehrte Frau Silke, wir möchten uns aufrichtig für die Unannehmlichkeiten entschuldigen, die Ihnen entstanden sind, und dafür, dass Sie auf die Rückerstattung warten mussten. Es tut uns leid, dass Sie mit unserem Service unzufrieden sind. Wir hoffen jedoch, dass wir in der Zukunft die Gelegenheit haben werden, erneut mit Ihnen zusammenzuarbeiten. Ihre Rückmeldung haben wir aufmerksam zur Kenntnis genommen, da wir stets bestrebt sind, unseren Service zu verbessern. Die Zufriedenheit unserer Kunden hat für uns höchste Priorität. Wir danken Ihnen für Ihre Geduld. Bei weiteren Fragen stehen wir Ihnen jederzeit gerne zur Verfügung. Mit freundlichen Grüßen, Ihr Reifendirekt Team",1,reifendirekt,The refund has endured 3 month and took several calls with waiting list no 35 and many emails with sometimes no answer They had problems with GLS but that shouldnt be the problem of the customer and furthermore not for so long,de,refund endured 3 month took several call waiting list 35 many email sometimes answer problem gls shouldnt problem customer furthermore long,Counter({'Refund Issue': 1})
Easy to order!Quick delivery!,5,2024-12-19 10:44:21+00:00,DE,"Sehr geehrter Herr Uwe Ruppert, herzlichen Dank für Ihre positive Rückmeldung. Wir haben uns sehr darüber gefreut. Auch bei Ihrer nächsten Bestellung werden wir alles daransetzen, dass Sie zufrieden sind. Weiterhin viel Freude beim Einkauf in unserem Shop. Mit freundlichen Grüßen, Reifendirekt Team",1,reifendirekt,Easy to orderQuick delivery,de,easy orderquick delivery,Counter()
I had an issue with my order which frustrated me. After getting in touch with them and explaining them the situation they never ignored my emails and always insured me that I will be supported unt...See more,5,2025-06-07 16:56:26+00:00,,,0,kennzeichen,I had an issue with my order which frustrated me After getting in touch with them and explaining them the situation they never ignored my emails and always insured me that I will be supported untSee more,express,issue order frustrated getting touch explaining situation never ignored email always insured supported untsee,Counter()
"Easy ordering process, pricing is among the cheapest out there and the price of a single licence (e.g. for the bicycle carrier) is cheap.

The shipping was done quickly, within 1 day. However, if yo...See more",5,2024-06-20 17:50:31+00:00,,,1,kennzeichen,Easy ordering process pricing is among the cheapest out there and the price of a single licence eg for the bicycle carrier is cheap The shipping was done quickly within 1 day However if yoSee more,express,easy ordering process pricing among cheapest price single licence eg bicycle carrier cheap shipping done quickly within 1 day however yosee,Counter()
Only problem was that DHL sent me false arrival date and because of that i bought extra plates. Don't really know how to solve that. The product was good 👍🏼,4,2025-09-25 13:12:52+00:00,,,0,kennzeichen,Only problem was that DHL sent me false arrival date and because of that i bought extra plates Dont really know how to solve that The product was good ,express,problem dhl sent false arrival date bought extra plate dont really know solve product good,Counter()
"Very impressive, i ordered on a Friday and recieved it Saturday. Fast, cheap on very easy website to use. 

Big recommendations from here.",5,2025-05-19 10:03:01+00:00,,,0,kennzeichen,Very impressive i ordered on a Friday and recieved it Saturday Fast cheap on very easy website to use Big recommendations from here,express,impressive ordered friday recieved saturday fast cheap easy website use big recommendation,Counter()
Only problem was that DHL sent me false arrival date and because of that i bought extra plates. Don't really know how to solve that. The product was good 👍🏼,4,2025-09-25 13:12:52+00:00,DE,,0,kennzeichen,Only problem was that DHL sent me false arrival date and because of that i bought extra plates Dont really know how to solve that The product was good ,express,problem dhl sent false arrival date bought extra plate dont really know solve product good,Counter()
I had an issue with my order which frustrated me. After getting in touch with them and explaining them the situation they never ignored my emails and always insured me that I will be supported until the end. At the end it didn’t went as we expected and they made sure that at least I end up satisfied.I am grateful to them and I Highly recommend them!I will be more than happy to visit there online store Again!,5,2025-06-07 16:56:26+00:00,DE,,0,kennzeichen,I had an issue with my order which frustrated me After getting in touch with them and explaining them the situation they never ignored my emails and always insured me that I will be supported until the end At the end it didnt went as we expected and they made sure that at least I end up satisfiedI am grateful to them and I Highly recommend themI will be more than happy to visit there online store Again,express,issue order frustrated getting touch explaining situation never ignored email always insured supported end end didnt went expected made sure least end satisfiedi grateful highly recommend themi happy visit online store,Counter()
"Very impressive, i ordered on a Friday and recieved it Saturday. Fast, cheap on very easy website to use.Big recommendations from here.",5,2025-05-19 10:03:01+00:00,DE,,0,kennzeichen,Very impressive i ordered on a Friday and recieved it Saturday Fast cheap on very easy website to useBig recommendations from here,express,impressive ordered friday recieved saturday fast cheap easy website usebig recommendation,Counter()
Great service. Very fast and for a very good price.,5,2024-10-27 20:20:40+00:00,DE,,1,kennzeichen,Great service Very fast and for a very good price,express,great service fast good price,Counter({'Customer Service': 1})
Very happy with the service and the quality. Ordering was very easy and delivery was fast as promised. 100% recommended!,5,2024-10-15 10:57:12+00:00,DE,,1,kennzeichen,Very happy with the service and the quality Ordering was very easy and delivery was fast as promised 100 recommended,express,happy service quality ordering easy delivery fast promised 100 recommended,Counter({'Customer Service': 1})
Fast service and good customer experience,5,2024-09-22 12:47:14+00:00,DE,,1,kennzeichen,Fast service and good customer experience,express,fast service good customer experience,Counter({'Customer Service': 1})
"Fast delivery, good quality",5,2024-08-26 10:48:22+00:00,DE,,1,kennzeichen,Fast delivery good quality,express,fast delivery good quality,Counter()
"Fast delivery, good price",5,2024-08-19 16:57:36+00:00,DE,,1,kennzeichen,Fast delivery good price,express,fast delivery good price,Counter()
The service was so fast and arrived on time.,5,2024-08-09 13:33:12+00:00,DE,,1,kennzeichen,The service was so fast and arrived on time,express,service fast arrived time,Counter({'Customer Service': 1})
"I expected to come the next day, but it came after 3 days, overall it is a very good service. Thank you",4,2024-07-25 18:17:58+00:00,DE,,1,kennzeichen,I expected to come the next day but it came after 3 days overall it is a very good service Thank you,express,expected come next day came 3 day overall good service thank,Counter({'Customer Service': 1})
Super Service,5,2024-07-18 20:07:37+00:00,NL,,1,kennzeichen,Super Service,express,super service,Counter({'Customer Service': 1})
"Perfekt, war am 2. Tag da",5,2024-07-16 18:14:01+00:00,DE,,1,kennzeichen,Perfekt war am 2 Tag da,express,perfekt 2 tag,Counter()
Hat super funktioniert,5,2024-07-06 09:40:28+00:00,DE,,1,kennzeichen,Hat super funktioniert,express,super funktioniert,Counter()
Hat super geklappt. Top,4,2024-06-30 14:17:21+00:00,DE,,1,kennzeichen,Hat super geklappt Top,express,super geklappt top,Counter()
Super Service,5,2024-06-27 18:58:24+00:00,DE,,1,kennzeichen,Super Service,express,super service,Counter({'Customer Service': 1})
Top Service.,5,2024-06-26 17:41:46+00:00,DE,,1,kennzeichen,Top Service,express,top service,Counter({'Customer Service': 1})
Top hat super geklappt,5,2024-06-21 09:11:33+00:00,DE,,1,kennzeichen,Top hat super geklappt,express,top super geklappt,Counter()
"Easy ordering process, pricing is among the cheapest out there and the price of a single licence (e.g. for the bicycle carrier) is cheap.The shipping was done quickly, within 1 day. However, if you're tightly scheduled, do note that their processing time is also one business day, so your order will reach you most likely in 2 business days.",5,2024-06-20 17:50:31+00:00,DE,,1,kennzeichen,Easy ordering process pricing is among the cheapest out there and the price of a single licence eg for the bicycle carrier is cheapThe shipping was done quickly within 1 day However if youre tightly scheduled do note that their processing time is also one business day so your order will reach you most likely in 2 business days,express,easy ordering process pricing among cheapest price single licence eg bicycle carrier cheapthe shipping done quickly within 1 day however youre tightly scheduled note processing time one business day order reach likely 2 business day,Counter()
"Super schnell, alles Top",5,2024-06-19 20:58:36+00:00,DE,,1,kennzeichen,Super schnell alles Top,express,super schnell top,Counter()
Super…… 👍👍👍,5,2024-06-15 19:15:17+00:00,DE,,1,kennzeichen,Super ,express,super,Counter()
Super Service,5,2024-06-15 16:31:28+00:00,DE,,1,kennzeichen,Super Service,express,super service,Counter({'Customer Service': 1})
they kept their promise to refund if delivery was delayed.,4,2024-06-10 15:19:30+00:00,AT,,1,kennzeichen,they kept their promise to refund if delivery was delayed,express,kept promise refund delivery delayed,Counter({'Refund Issue': 1})
Super schnell,5,2024-06-08 19:42:26+00:00,DE,,1,kennzeichen,Super schnell,express,super schnell,Counter()
Alles Top. Danke,5,2024-06-06 15:07:10+00:00,DE,,1,kennzeichen,Alles Top Danke,express,top,Counter()
Less than 10 minutes from start to finish. Plates arrived within 2 working days. Happy with the results.,5,2024-06-03 18:47:40+00:00,DE,,1,kennzeichen,Less than 10 minutes from start to finish Plates arrived within 2 working days Happy with the results,express,less 10 minute start finish plate arrived within 2 working day happy result,Counter()
Super Service,4,2024-06-01 09:23:37+00:00,DE,,1,kennzeichen,Super Service,express,super service,Counter({'Customer Service': 1})
Good. It got delivered in next day,5,2024-05-27 14:26:37+00:00,DE,,1,kennzeichen,Good It got delivered in next day,express,good got delivered next day,Counter()
sehr gut and schnell,5,2024-05-20 17:40:11+00:00,DE,,1,kennzeichen,sehr gut and schnell,express,gut schnell,Counter()
Top 👍🏻 alles super gut,5,2024-05-20 13:27:40+00:00,DE,,1,kennzeichen,Top  alles super gut,express,top super gut,Counter()
Hat gut funktioniert.,5,2024-05-18 12:50:32+00:00,DE,,1,kennzeichen,Hat gut funktioniert,express,gut funktioniert,Counter()
Took 5 days to arrive! Promise was to ship same day and arrive within 1-2 business days,1,2024-05-18 11:51:50+00:00,DE,"Dear Customer, Thank you for taking the time to review our service. We have reviewed your case and apologize for the long wait for your order. In most cases, orders are delivered the next business day. However, we and DHL estimate the delivery time to be 1-3 business days, as this is an estimated delivery date and not a guaranteed one. If an order arrives after the 4th business day, we refund the purchase price within our delivery guarantee. You can find more information about our delivery guarantee here: https://kennzeichen.express/liefergarantie As part of our delivery guarantee, we have, of course, refunded the purchase amount. Kind regards Your Kennzeichen.Express-Team",1,kennzeichen,Took 5 days to arrive Promise was to ship same day and arrive within 12 business days,express,took 5 day arrive promise ship day arrive within 12 business day,Counter()
KennzeichenExpress = 5*Post = 🫤,4,2024-05-18 01:02:51+00:00,DE,,1,kennzeichen,KennzeichenExpress  5Post  ,express,kennzeichenexpress 5post,Counter()
It was super easy to order. I did it from my phone while my partner was driving. The payment went thru just as easy because i paid via Apple Pay. It came in the mail very quickly and i was able to install in a matter of minutes.,5,2024-05-14 23:19:32+00:00,DE,,1,kennzeichen,It was super easy to order I did it from my phone while my partner was driving The payment went thru just as easy because i paid via Apple Pay It came in the mail very quickly and i was able to install in a matter of minutes,express,super easy order phone partner driving payment went thru easy paid via apple pay came mail quickly able install matter minute,Counter()
It was fast and simple,5,2024-05-08 07:30:43+00:00,DE,,1,kennzeichen,It was fast and simple,express,fast simple,Counter()
Super Superman,5,2024-05-05 11:52:23+00:00,DE,,1,kennzeichen,Super Superman,express,super superman,Counter()
Super service! Very fast in delivering high quality product.,5,2024-04-30 07:27:49+00:00,DE,,1,kennzeichen,Super service Very fast in delivering high quality product,express,super service fast delivering high quality product,Counter({'Customer Service': 1})
Hat alles super geklappt,5,2024-04-28 11:23:31+00:00,DE,,1,kennzeichen,Hat alles super geklappt,express,super geklappt,Counter()
Super schnellAlles top,5,2024-04-27 19:56:59+00:00,DE,,1,kennzeichen,Super schnellAlles top,express,super schnellalles top,Counter()
Hat alles super funktioniert.,5,2024-04-27 16:31:57+00:00,DE,,1,kennzeichen,Hat alles super funktioniert,express,super funktioniert,Counter()
Top TOp TOP 👍,5,2024-04-04 16:43:40+00:00,DE,,1,kennzeichen,Top TOp TOP ,express,top top top,Counter()
"Super schnell, super gut.",5,2024-03-24 00:37:50+00:00,DE,,1,kennzeichen,Super schnell super gut,express,super schnell super gut,Counter()
Plates came fast. No manufacturing defects or errors.,5,2024-03-23 15:11:50+00:00,DE,,1,kennzeichen,Plates came fast No manufacturing defects or errors,express,plate came fast manufacturing defect error,Counter()
Very good service,5,2024-03-17 10:21:10+00:00,DE,,1,kennzeichen,Very good service,express,good service,Counter({'Customer Service': 1})
Super Top! Klasse Service,5,2024-03-12 18:36:02+00:00,DE,,1,kennzeichen,Super Top Klasse Service,express,super top klasse service,Counter({'Customer Service': 1})
Hat super funktioniert!,5,2024-03-02 01:36:42+00:00,DE,,1,kennzeichen,Hat super funktioniert,express,super funktioniert,Counter()
"Alles top, danke",5,2024-02-29 09:59:59+00:00,CH,,1,kennzeichen,Alles top danke,express,top,Counter()
War alles super!Danke!,5,2024-01-29 18:20:47+00:00,DE,,1,kennzeichen,War alles superDanke,express,superdanke,Counter()
Great price and quick delivery. Highly recommended.,5,2024-01-14 09:28:03+00:00,DE,,1,kennzeichen,Great price and quick delivery Highly recommended,express,great price quick delivery highly recommended,Counter()
"Super schnell, alles top",5,2023-12-07 16:43:07+00:00,DE,,1,kennzeichen,Super schnell alles top,express,super schnell top,Counter()
Super! Turbo-Versand,5,2023-11-23 20:25:28+00:00,DE,,1,kennzeichen,Super TurboVersand,express,super turboversand,Counter()
"Super schnell, top Ware",5,2023-10-21 15:57:40+00:00,DE,,1,kennzeichen,Super schnell top Ware,express,super schnell top ware,Counter()
Top Quality.Super schnell.,5,2023-09-26 23:35:08+00:00,DE,,1,kennzeichen,Top QualitySuper schnell,express,top qualitysuper schnell,Counter()
Alles Top. Super schnell,5,2023-08-22 20:17:06+00:00,DE,,1,kennzeichen,Alles Top Super schnell,express,top super schnell,Counter()
Alles tip top,5,2023-08-12 21:03:03+00:00,DK,,1,kennzeichen,Alles tip top,express,tip top,Counter()
Super........,5,2023-08-09 17:42:35+00:00,DE,,1,kennzeichen,Super,express,super,Counter()
"Alles Top, super schnell",5,2023-07-31 08:51:30+00:00,DE,,1,kennzeichen,Alles Top super schnell,express,top super schnell,Counter()
